block_time_day,market_supply_assets_USD,market_borrow_assets_USD,MORPHO_tokens_supply,MORPHO_tokens_borrow,MORPHO_dollars_supply,MORPHO_dollars_borrow,vaults_revenue
2024-06-10T00:00:00.000000,757486587.1838174,631249174.0392632,44487.70433333332,0.0,4760.184363666664,0.0,2321.6234172346067
2024-09-01T00:00:00.000000,696996180.4401795,557904478.3283254,50252.268163933106,4536.3658361472135,37488.192050294136,3384.1289137658214,1586.6531641766492
2024-04-06T00:00:00.000000,261743689.6820501,225008877.62256995,43668.5393258427,0.0,4672.533707865167,0.0,2600.6365113077695
2025-04-02T00:00:00.000000,2345558984.527666,1802768774.4213054,34254.633255944274,2960.769233363891,42601.410091237776,3682.0869050021374,11737.436629483163
2024-07-16T00:00:00.000000,849155294.3642155,633834329.1436001,51431.75418328174,6038.5998414461355,5503.197697611145,646.1301830347365,1575.4252407883625
2024-11-23T00:00:00.000000,1281262412.8320143,1032911015.4305018,85700.00000000003,7037.129367785614,78467.44464069098,6446.178247963282,4389.312806214524
2024-05-12T00:00:00.000000,506183487.1194945,401401158.35401964,39257.58180213089,0.0,4200.561252828005,0.0,1709.3067465785653
2025-04-13T00:00:00.000000,2041058041.879955,1676065006.8338366,29688.58799561619,2908.7559340245057,30927.932545036787,3030.4389055406623,11326.647490898089
2024-02-19T00:00:00.000000,56210013.9262369,49004442.89228642,27998.90761548064,0.0,2995.8831148564277,0.0,424.02288118962736
2024-11-05T00:00:00.000000,886729456.5641396,686861995.1968657,61407.2395952478,5127.565614851354,45809.80073805486,3825.163948679109,3161.966407808858
2024-03-08T00:00:00.000000,84572233.5095942,76458026.21875228,30055.555555555547,0.0,3215.9444444444425,0.0,1078.8264529519045
2024-06-28T00:00:00.000000,810624162.0627707,623337264.65491,54838.68720153719,2763.2469262938475,5867.739530564481,295.6674211134417,1804.1083993266561
2024-02-01T00:00:00.000000,27470219.859567087,22723672.801391654,5204.431960049937,0.0,556.8742197253436,0.0,116.83684670680996
2024-03-19T00:00:00.000000,103636496.96426676,91140708.33475542,41098.0024968789,0.0,4397.486267166041,0.0,1781.2498680884241
2024-06-03T00:00:00.000000,646420071.095071,547151384.4410247,40121.02655555555,0.0,4292.949841444442,0.0,2682.5485852466245
2024-03-01T00:00:00.000000,76368153.38600236,71853136.6205407,28373.90761548064,0.0,3036.0081148564277,0.0,905.1319224157564
2024-03-30T00:00:00.000000,236869988.46139884,201737138.25707653,41431.33583021223,0.0,4433.152933832707,0.0,1866.4237499616322
2024-01-25T00:00:00.000000,27358043.609939232,16237556.68251435,5068.664169787764,0.0,542.347066167291,0.0,35.599842125152236
2025-03-08T00:00:00.000000,2391099593.9693637,1843988724.4599662,32330.77688633635,3389.9926730429643,50779.64292288113,5324.058200450232,18459.682086482517
2024-07-09T00:00:00.000000,796712565.0214319,596870839.0304157,47000.63916801871,5170.341263534754,5029.068390978,553.2265151982189,1957.7278308575808
2024-09-23T00:00:00.000000,711392150.8176446,579576930.8809438,54169.61623121908,4327.67484283779,40410.533708489405,3228.445432756988,2275.6669887832004
